Row_No,Timestamp [ns],static_inv_entropy,static_pose_chi2_error,static_culled_keyframes,norm_static_inv_entropy,norm_static_pose_chi2_error,norm_static_culled_keyframes,scaled_norm_static_inv_entropy,scaled_norm_static_pose_chi2_error,scaled_norm_static_culled_keyframes,combined_value,theta_p_raw,theta_p,sigma_p
602,1403638550127829504,0.11737918853759766,1.172232507,0.0,0.1356984838584944,0.3484909795488721,-0.12973333333333334,0.1356984838584944,0.3484909795488721,-0.12973333333333334,0.3484909795488721,0.24264224566237919,0.10899087724985787,11.79009684773593
603,1403638550177829376,0.11766701936721802,1.401466963,0.0,0.1360312362626798,0.41743367308270674,-0.12973333333333334,0.1360312362626798,0.41743367308270674,-0.12973333333333334,0.41743367308270674,0.3014992672863945,0.17823443210164058,18.64520877806242
604,1403638550227829504,0.116890549659729,1.281311539,0.0,0.13513358342165202,0.3812967034586466,-0.12973333333333334,0.13513358342165202,0.3812967034586466,-0.12973333333333334,0.3812967034586466,0.27014309360327377,0.1413448160038515,14.993136784381297
605,1403638550277829376,0.11811411380767822,1.257944806,0.0,0.1365481084481829,0.3742691145864661,-0.12973333333333334,0.1365481084481829,0.3742691145864661,-0.12973333333333334,0.3742691145864661,0.26417573859366805,0.13432439834549184,14.298115436203693
606,1403638550327829504,0.11766654253005981,1.15095505,0.0,0.1360306850058495,0.34209174436090223,-0.12973333333333334,0.1360306850058495,0.34209174436090223,-0.12973333333333334,0.34209174436090223,0.2373821632470249,0.1028025449964999,11.17745195465349
607,1403638550377829376,0.11872506141662598,1.296887077,0.0,0.13725440626199534,0.38598107578947366,-0.12973333333333334,0.13725440626199534,0.38598107578947366,-0.12973333333333334,0.38598107578947366,0.27414410381362714,0.14605188683956136,15.459136797116575
608,1403638550427829504,0.11971956491470337,1.248494254,0.0,0.1384041212886744,0.37142684330827064,-0.12973333333333334,0.1384041212886744,0.37142684330827064,-0.12973333333333334,0.37142684330827064,0.26177415838893753,0.13149900986933827,14.018401977064489
609,1403638550477829376,0.12094485759735107,1.291011409,0.0,0.13982064462121513,0.3842139575939849,-0.12973333333333334,0.13982064462121513,0.3842139575939849,-0.12973333333333334,0.3842139575939849,0.27263257307161026,0.14427361537836503,15.283087922458138
610,1403638550527829504,0.12104308605194092,1.287259496,0.0,0.1399342035282554,0.38308556270676686,-0.12973333333333334,0.1399342035282554,0.38308556270676686,-0.12973333333333334,0.38308556270676686,0.2716687802012938,0.14313974141328684,15.170834399915396
611,1403638550577829376,0.1221921443939209,1.19981619,0.0,0.14126259467505306,0.35678682406015033,-0.12973333333333334,0.14126259467505306,0.35678682406015033,-0.12973333333333334,0.35678682406015033,0.2495116104684414,0.1170724829040487,12.590175807500822
612,1403638550627829504,0.12308108806610107,1.165627497,0.0,0.1422902752209261,0.3465045103759398,-0.12973333333333334,0.1422902752209261,0.3465045103759398,-0.12973333333333334,0.3465045103759398,0.24100579145480616,0.10706563700565432,11.599498063559777
613,1403638550677829376,0.12328970432281494,1.287666754,0.0,0.1425314500841791,0.3832080463157894,-0.12973333333333334,0.1425314500841791,0.3832080463157894,-0.12973333333333334,0.3832080463157894,0.27177334418493243,0.1432627578646264,15.183013028598012
614,1403638550727829504,0.12360286712646484,1.191688175,0.0,0.1428934880074738,0.35434230827067664,-0.12973333333333334,0.1428934880074738,0.35434230827067664,-0.12973333333333334,0.35434230827067664,0.2474815064695199,0.11468412525825873,12.353728400567615
615,1403638550777829376,0.12351179122924805,1.287526095,0.0,0.1427881979528879,0.38316574285714283,-0.12973333333333334,0.1427881979528879,0.38316574285714283,-0.12973333333333334,0.38316574285714283,0.27173722836887043,0.14322026866925935,15.178806598256676
616,1403638550827829504,0.12358081340789795,1.203992861,0.0,0.14286799237907277,0.3580429657142856,-0.12973333333333334,0.14286799237907277,0.3580429657142856,-0.12973333333333334,0.3580429657142856,0.25055673385286037,0.11830203982689456,12.711901942862562
617,1403638550877829376,0.12323606014251709,1.400811999,0.0,0.1424694336907712,0.4172366914285714,-0.12973333333333334,0.1424694336907712,0.4172366914285714,-0.12973333333333334,0.4172366914285714,0.30132525586670766,0.17802971278436197,18.624941565651834
618,1403638550927829504,0.12401199340820312,1.314618335,0.0,0.14336646636786488,0.391313784962406,-0.12973333333333334,0.14336646636786488,0.391313784962406,-0.12973333333333334,0.391313784962406,0.2787217418719735,0.1514373433787924,15.992296994500446
619,1403638550977829376,0.12458270788192749,1.463915558,0.0,0.14402625188662138,0.4362152054135338,-0.12973333333333334,0.14402625188662138,0.4362152054135338,-0.12973333333333334,0.4362152054135338,0.31824910126593076,0.19794011913638915,20.596071794502524
620,1403638551027829504,0.12425613403320312,1.335283707,0.0,0.14364870986497472,0.3975289344360902,-0.12973333333333334,0.14364870986497472,0.3975289344360902,-0.12973333333333334,0.3975289344360902,0.28408776944111114,0.15775031698954253,16.61728138196471
621,1403638551077829376,0.1251952052116394,1.322694787,0.0,0.14473434128513227,0.39374279308270677,-0.12973333333333334,0.14473434128513227,0.39374279308270677,-0.12973333333333334,0.39374279308270677,0.2808149265452177,0.1538999135826091,16.2360914446783
622,1403638551127829504,0.12569820880889893,1.258831802,0.0,0.1453158483339872,0.37453588030075186,-0.12973333333333334,0.1453158483339872,0.37453588030075186,-0.12973333333333334,0.37453588030075186,0.2644014931656276,0.1345899919595619,14.324409203996627
623,1403638551177829376,0.12578070163726807,1.462921363,0.0,0.14541121576562782,0.4359161993984962,-0.12973333333333334,0.14541121576562782,0.4359161993984962,-0.12973333333333334,0.4359161993984962,0.3179799685725584,0.197623492438304,20.564725751392096
624,1403638551227829504,0.12658530473709106,1.391497851,0.0,0.14634139275964286,0.4144354439097744,-0.12973333333333334,0.14634139275964286,0.4144354439097744,-0.12973333333333334,0.4144354439097744,0.2988543708312824,0.17512278921327343,18.33715613211407
625,1403638551277829376,0.1271228790283203,1.419778896,0.0,0.146962865928694,0.4229410213533834,-0.12973333333333334,0.146962865928694,0.4229410213533834,-0.12973333333333334,0.4229410213533834,0.3063783000991984,0.18397447070493933,19.213472599788993
626,1403638551327829504,0.12775558233261108,1.525003723,0.0,0.14769431483538853,0.4545875858646616,-0.12973333333333334,0.14769431483538853,0.4545875858646616,-0.12973333333333334,0.4545875858646616,0.33494126012543773,0.21757795308875028,22.54021735578628
627,1403638551377829376,0.12707418203353882,1.606472768,0.0,0.14690656882490036,0.4790895542857142,-0.12973333333333334,0.14690656882490036,0.4790895542857142,-0.12973333333333334,0.4790895542857142,0.3576850511878192,0.2443353543386108,25.18920007952247
628,1403638551427829504,0.12732267379760742,1.432941744,0.0,0.14719384254058662,0.4268997726315789,-0.12973333333333334,0.14719384254058662,0.4268997726315789,-0.12973333333333334,0.4268997726315789,0.3099020468350463,0.18812005510005447,19.62388545490539
629,1403638551477829376,0.12716007232666016,1.518234808,0.0,0.14700586396145682,0.4525518219548872,-0.12973333333333334,0.14700586396145682,0.4525518219548872,-0.12973333333333334,0.4525518219548872,0.33307653033881196,0.21538415333977878,22.3230311806381
630,1403638551527829504,0.12581872940063477,1.734123624,0.0,0.14545517849784367,0.5174807891729323,-0.12973333333333334,0.14545517849784367,0.5174807891729323,-0.12973333333333334,0.5174807891729323,0.3944612514412792,0.2876014722838579,29.472545756101933
631,1403638551577829376,0.12648266553878784,1.758501858,0.0,0.14622273472692235,0.5248125888721804,-0.12973333333333334,0.14622273472692235,0.5248125888721804,-0.12973333333333334,0.5248125888721804,0.40164660757879483,0.296054832445641,30.30942841211846
632,1403638551627829504,0.12628936767578125,1.527795932,0.0,0.14599926898934248,0.4554273479699248,-0.12973333333333334,0.14599926898934248,0.4554273479699248,-0.12973333333333334,0.4554273479699248,0.3357115764837294,0.21848420762791695,22.629936555163777
633,1403638551677829376,0.12539780139923096,1.51584723,0.0,0.14496855653090285,0.45183375338345866,-0.12973333333333334,0.14496855653090285,0.45183375338345866,-0.12973333333333334,0.45183375338345866,0.33241969522253895,0.2146114061441635,22.246529208272186
634,1403638551727829504,0.12315928936004639,1.628738217,0.0,0.14238068134109408,0.48578592992481195,-0.12973333333333334,0.14238068134109408,0.48578592992481195,-0.12973333333333334,0.48578592992481195,0.36399849429479914,0.25176293446446957,25.924530511982486
635,1403638551777829376,0.12146180868148804,1.855028946,0.0,0.14041827593235612,0.5538432920300751,-0.12973333333333334,0.14041827593235612,0.5538432920300751,-0.12973333333333334,0.5538432920300751,0.43062041417473146,0.3301416637349782,33.684024709762845
636,1403638551827829504,0.12023192644119263,1.606010304,0.0,0.13899644675282385,0.478950467368421,-0.12973333333333334,0.13899644675282385,0.478950467368421,-0.12973333333333334,0.478950467368421,0.35755436561912984,0.244181606610741,25.17397905446336
637,1403638551877829376,0.12056690454483032,1.622756207,0.0,0.13938370467610442,0.48398682917293223,-0.12973333333333334,0.13938370467610442,0.48398682917293223,-0.12973333333333334,0.48398682917293223,0.3622981196304363,0.24976249368286624,25.726486874603758
638,1403638551927829504,0.12197315692901611,1.701970464,0.0,0.14100942997574117,0.5078106658646616,-0.12973333333333334,0.14100942997574117,0.5078106658646616,-0.12973333333333334,0.5078106658646616,0.38506448316073444,0.27654645077733464,28.37809862695613
639,1403638551977829376,0.12334442138671875,1.810859834,0.0,0.1425947068054552,0.5405593485714285,-0.12973333333333334,0.1425947068054552,0.5405593485714285,-0.12973333333333334,0.5405593485714285,0.41725808001418374,0.31442127060492203,32.12770578988728
640,1403638552027829504,0.12374550104141235,1.707075391,0.0,0.1430583827068351,0.5093459822556391,-0.12973333333333334,0.1430583827068351,0.5093459822556391,-0.12973333333333334,0.5093459822556391,0.3865503376870715,0.27829451492596646,28.55115697767068
641,1403638552077829376,0.12524229288101196,1.650020626,0.0,0.14478877789712366,0.4921866544360902,-0.12973333333333334,0.14478877789712366,0.4921866544360902,-0.12973333333333334,0.4921866544360902,0.37007284032125426,0.258909223907358,26.63201316682844
642,1403638552127829504,0.12624472379684448,1.661775085,0.0,0.14594765756860634,0.4957218300751879,-0.12973333333333334,0.14594765756860634,0.4957218300751879,-0.12973333333333334,0.4957218300751879,0.3734444588080758,0.2628758338918539,27.02470755529354
643,1403638552177829376,0.126520574092865,1.660271137,0.0,0.14626655964493063,0.49526951488721804,-0.12973333333333334,0.14626655964493063,0.49526951488721804,-0.12973333333333334,0.49526951488721804,0.3730124050235426,0.26236753532181484,26.97438599685967
644,1403638552227829504,0.12606751918792725,1.406169452,0.0,0.14574279674904883,0.4188479554887218,-0.12973333333333334,0.14574279674904883,0.4188479554887218,-0.12973333333333334,0.4188479554887218,0.30274963579145364,0.17970545387229842,18.790839933357542
645,1403638552277829376,0.1259661316871643,1.46432731,0.0,0.14562558576550788,0.43633904060150375,-0.12973333333333334,0.14562558576550788,0.43633904060150375,-0.12973333333333334,0.43633904060150375,0.31836058780093207,0.19807127976580244,20.60905669681444
646,1403638552327829504,0.1253337860107422,1.397477166,0.0,0.14489455030143605,0.4162337341353383,-0.12973333333333334,0.14489455030143605,0.4162337341353383,-0.12973333333333334,0.4162337341353383,0.30043978583959163,0.17698798334069604,18.52181035072891
647,1403638552377829376,0.12467879056930542,1.517530526,0.0,0.14413733013792535,0.45234000781954886,-0.12973333333333334,0.14413733013792535,0.45234000781954886,-0.12973333333333334,0.45234000781954886,0.33288272965417093,0.21515615253431875,22.300459100897555
648,1403638552427829504,0.12476241588592529,1.407764176,0.0,0.1442340068045379,0.4193275717293232,-0.12973333333333334,0.1442340068045379,0.4193275717293232,-0.12973333333333334,0.4193275717293232,0.3031740666877211,0.18020478433849546,18.84027364951105
649,1403638552477829376,0.12459224462509155,1.407271869,0.0,0.14403727702322722,0.41917950947368415,-0.12973333333333334,0.14403727702322722,0.41917950947368415,-0.12973333333333334,0.41917950947368415,0.3030430189694574,0.18005061055230284,18.825010444677982
650,1403638552527829504,0.12518036365509033,1.640881447,0.0,0.1447171834162894,0.4894380291729323,-0.12973333333333334,0.1447171834162894,0.4894380291729323,-0.12973333333333334,0.4894380291729323,0.3674596059303367,0.25583483050627853,26.327648220121574
651,1403638552577829376,0.12557494640350342,1.500032364,0.0,0.14517334844335655,0.4470774027067669,-0.12973333333333334,0.14517334844335655,0.4470774027067669,-0.12973333333333334,0.4470774027067669,0.3280808320339088,0.2095068612163633,21.74117926041997
652,1403638552627829504,0.13208115100860596,1.569240334,0.0,0.15269497226428436,0.46789182977443605,-0.12973333333333334,0.15269497226428436,0.46789182977443605,-0.12973333333333334,0.46789182977443605,0.34722167004957605,0.23202549417597185,23.97052392342121
653,1403638552677829376,0.13195300102233887,1.792643398,0.0,0.1525468219911432,0.5350807212030075,-0.12973333333333334,0.1525468219911432,0.5350807212030075,-0.12973333333333334,0.5350807212030075,0.4117986138094145,0.3079983691875465,31.491838549567102
654,1403638552727829504,0.13156414031982422,1.373291872,0.0,0.15209727204603957,0.40895996150375935,-0.12973333333333334,0.15209727204603957,0.40895996150375935,-0.12973333333333334,0.40895996150375935,0.2940445757536526,0.1694642067690031,17.776956470131307
655,1403638552777829376,0.12563133239746094,1.326153825,0.0,0.14523853456353866,0.39478310526315785,-0.12973333333333334,0.14523853456353866,0.39478310526315785,-0.12973333333333334,0.39478310526315785,0.28171296623046976,0.15495643085937622,16.340686655078244
656,1403638552827829504,0.12533342838287354,1.382683448,0.0,0.14489413685881333,0.41178449563909775,-0.12973333333333334,0.14489413685881333,0.41178449563909775,-0.12973333333333334,0.41178449563909775,0.2965224255079553,0.17237932412700627,18.06555308857362
657,1403638552877829376,0.12508946657180786,1.353181402,0.0,0.14461210008301487,0.402911699849624,-0.12973333333333334,0.14461210008301487,0.402911699849624,-0.12973333333333334,0.402911699849624,0.28876216063934507,0.16324960075217068,17.161710474464897
658,1403638552927829504,0.12438309192657471,1.490988024,0.0,0.14379548199604011,0.44435730045112776,-0.12973333333333334,0.14379548199604011,0.44435730045112776,-0.12973333333333334,0.44435730045112776,0.3256087461569995,0.20659852489058764,21.453253964168177
659,1403638552977829376,0.12453168630599976,1.603165859,0.0,0.14396726740578006,0.4780949951879699,-0.12973333333333334,0.14396726740578006,0.4780949951879699,-0.12973333333333334,0.4780949951879699,0.35675096661569133,0.24323643131257805,25.080406699945225
660,1403638553027829504,0.12470370531082153,1.701223745,0.0,0.14416613330730813,0.5075860887218044,-0.12973333333333334,0.14416613330730813,0.5075860887218044,-0.12973333333333334,0.5075860887218044,0.3848473321977363,0.2762909790561604,28.35280692655988
661,1403638553077829376,0.12545514106750488,1.666777083,0.0,0.14503484516474552,0.4972261903759398,-0.12973333333333334,0.14503484516474552,0.4972261903759398,-0.12973333333333334,0.4972261903759398,0.37488283812932677,0.2645680448580315,27.192236440945116
662,1403638553127829504,0.12451744079589844,1.723807694,0.0,0.14395079860797508,0.5143782538345865,-0.12973333333333334,0.14395079860797508,0.5143782538345865,-0.12973333333333334,0.5143782538345865,0.39143651277549313,0.2840429562064625,29.12025266443979
663,1403638553177829376,0.12389492988586426,1.56245155,0.0,0.14323113281602803,0.4658500902255639,-0.12973333333333334,0.14323113281602803,0.4658500902255639,-0.12973333333333334,0.4658500902255639,0.34532642443203154,0.2297957934494489,23.74978355149544
664,1403638553227829504,0.1242837905883789,1.787140577,0.0,0.1436806827611317,0.533425737443609,-0.12973333333333334,0.1436806827611317,0.533425737443609,-0.12973333333333334,0.533425737443609,0.41015529200373424,0.3060650494161579,31.300439892199634
665,1403638553277829376,0.12363755702972412,1.68405478,0.0,0.1429335919418776,0.5024224902255638,-0.12973333333333334,0.1429335919418776,0.5024224902255638,-0.12973333333333334,0.5024224902255638,0.37986790798093617,0.2704328329187484,27.772850458956093
666,1403638553327829504,0.12382394075393677,1.782708768,0.0,0.14314906445541822,0.5320928625563909,-0.12973333333333334,0.14314906445541822,0.5320928625563909,-0.12973333333333334,0.5320928625563909,0.4088337850749743,0.30451033538232275,31.146523202849952
667,1403638553377829376,0.12356328964233398,1.860007513,0.0,0.14284773369055953,0.5553406054135338,-0.12973333333333334,0.14284773369055953,0.5553406054135338,-0.12973333333333334,0.5553406054135338,0.43213772505759074,0.33192673536187145,33.860746800825275
668,1403638553427829504,0.12258803844451904,1.993689629,0.0,0.14172027565840353,0.5955457530827067,-0.12973333333333334,0.14172027565840353,0.5955457530827067,-0.12973333333333334,0.5955457530827067,0.4737410759729354,0.3808718540858064,38.706313554494834
669,1403638553477829376,0.12184906005859375,1.924799979,0.0,0.14086596538565752,0.5748270613533835,-0.12973333333333334,0.14086596538565752,0.5748270613533835,-0.12973333333333334,0.5748270613533835,0.4520930187779419,0.3554035515034611,36.184951598842645
670,1403638553527829504,0.12267184257507324,2.083086416,0.0,0.14181715904632744,0.62243200481203,-0.12973333333333334,0.14181715904632744,0.62243200481203,-0.12973333333333334,0.62243200481203,0.5025103864800552,0.4147181017412414,42.0570920723829
671,1403638553577829376,0.12047702074050903,1.986792184,0.0,0.13927979276359426,0.5934713335338345,-0.12973333333333334,0.13927979276359426,0.5934713335338345,-0.12973333333333334,0.5934713335338345,0.4715533442873271,0.37829805210273776,38.45150715817104
672,1403638553627829504,0.12141120433807373,1.855056659,0.0,0.14035977380124132,0.5538516267669172,-0.12973333333333334,0.14035977380124132,0.5538516267669172,-0.12973333333333334,0.5538516267669172,0.430628853940434,0.33015159287109885,33.685007694238784
673,1403638553677829376,0.12101155519485474,2.320530124,0.0,0.1398977516703523,0.6938436463157893,-0.12973333333333334,0.1398977516703523,0.6938436463157893,-0.12973333333333334,0.6938436463157893,0.5827876429252101,0.5091619328531883,51.407031352465644
674,1403638553727829504,0.12087053060531616,1.903381301,0.0,0.13973471746279326,0.5683853536842105,-0.12973333333333334,0.13973471746279326,0.5683853536842105,-0.12973333333333334,0.5683853536842105,0.4454532525722977,0.34759206184976205,35.41161412312644
675,1403638553777829376,0.12044262886047363,2.246967129,0.0,0.13924003336470941,0.671719437293233,-0.12973333333333334,0.13924003336470941,0.671719437293233,-0.12973333333333334,0.671719437293233,0.5573011270780907,0.47917779656245957,48.438601859683494
676,1403638553827829504,0.12027335166931152,2.100240653,0.0,0.1390443371899555,0.6275911738345865,-0.12973333333333334,0.1390443371899555,0.6275911738345865,-0.12973333333333334,0.6275911738345865,0.5081198964601195,0.42131752524719934,42.71043499947273
677,1403638553877829376,0.11900460720062256,1.602974333,0.0,0.1375775805787544,0.4780373933834586,-0.12973333333333334,0.1375775805787544,0.4780373933834586,-0.12973333333333334,0.4780373933834586,0.35669689576505814,0.24317281854712725,25.0741090361656
678,1403638553927829504,0.11913293600082397,1.480931392,0.0,0.13772593757320692,0.44133274947368417,-0.12973333333333334,0.13772593757320692,0.44133274947368417,-0.12973333333333334,0.44133274947368417,0.3228678547602633,0.20337394677678036,21.134020730901256
679,1403638553977829376,0.11799049377441406,1.570181044,0.0,0.13640519511492954,0.4681747500751879,-0.12973333333333334,0.13640519511492954,0.4681747500751879,-0.12973333333333334,0.4681747500751879,0.3474845963256689,0.23233481920666932,24.001147101460262
680,1403638554027829504,0.11687195301055908,1.372716523,0.0,0.13511208440527062,0.40878692421052626,-0.12973333333333334,0.13511208440527062,0.40878692421052626,-0.12973333333333334,0.40878692421052626,0.29389300451620953,0.16928588766612887,17.75930287894676
681,1403638554077829376,0.1163250207901001,1.505519247,0.0,0.13447979282092498,0.44872759308270677,-0.12973333333333334,0.13447979282092498,0.44872759308270677,-0.12973333333333334,0.44872759308270677,0.32958384000973323,0.2112751058938038,21.916235483486577
682,1403638554127829504,0.11523419618606567,1.267360109,0.0,0.1332187239145268,0.3771007846616541,-0.12973333333333334,0.1332187239145268,0.3771007846616541,-0.12973333333333334,0.3771007846616541,0.26657515873235155,0.13714724556747243,14.577577311179772
683,1403638554177829376,0.11332792043685913,1.482205364,0.0,0.13101493692122443,0.44171589894736835,-0.12973333333333334,0.13101493692122443,0.44171589894736835,-0.12973333333333334,0.44171589894736835,0.323214611903484,0.20378189635704,21.17440773934696
684,1403638554227829504,0.11273252964019775,1.541866834,0.0,0.1303266238615003,0.45965919819548867,-0.12973333333333334,0.1303266238615003,0.45965919819548867,-0.12973333333333334,0.45965919819548867,0.33960332469243754,0.22306273493227946,23.083210758295667
685,1403638554277829376,0.11257392168045044,1.450287841,0.0,0.13014326205832422,0.4321166439097744,-0.12973333333333334,0.13014326205832422,0.4321166439097744,-0.12973333333333334,0.4321166439097744,0.314567021194195,0.19360826022846472,20.16721776261801
686,1403638554327829504,0.11248916387557983,1.482887536,0.0,0.1300452761567397,0.44192106345864657,-0.12973333333333334,0.1300452761567397,0.44192106345864657,-0.12973333333333334,0.44192106345864657,0.3234003440901885,0.20400040481198645,21.19604007638666
687,1403638554377829376,0.11259615421295166,1.299146907,0.0,0.1301689644080366,0.38666072390977435,-0.12973333333333334,0.1301689644080366,0.38666072390977435,-0.12973333333333334,0.38666072390977435,0.2747261624884948,0.14673666175117037,15.526929513365866
688,1403638554427829504,0.11266374588012695,1.327303396,0.0,0.13024710506373058,0.3951288409022556,-0.12973333333333334,0.13024710506373058,0.3951288409022556,-0.12973333333333334,0.3951288409022556,0.2820116261572964,0.15530779547917226,16.375471752438052
689,1403638554477829376,0.11251676082611084,1.273089677,0.0,0.1300771801457929,0.37882396300751875,-0.12973333333333334,0.1300771801457929,0.37882396300751875,-0.12973333333333334,0.37882396300751875,0.26803862547747404,0.13886897114996946,14.748028143846977
690,1403638554527829504,0.11319994926452637,1.396966982,0.0,0.13086699336939464,0.4160802953383458,-0.12973333333333334,0.13086699336939464,0.4160802953383458,-0.12973333333333334,0.4160802953383458,0.30030439930154335,0.17682870506063925,18.506041801003285
691,1403638554577829376,0.11300879716873169,1.421159549,0.0,0.13064600828755107,0.4233562553383458,-0.12973333333333334,0.13064600828755107,0.4233562553383458,-0.12973333333333334,0.4233562553383458,0.3067472518841621,0.184408531628426,19.256444631214173
692,1403638554627829504,0.11356586217880249,1.305503098,0.0,0.13129001407954044,0.3885723603007518,-0.12973333333333334,0.13129001407954044,0.3885723603007518,-0.12973333333333334,0.3885723603007518,0.27636543321539586,0.14866521554752454,15.71785633920493
693,1403638554677829376,0.11384236812591553,1.48562031,0.0,0.1316096741340064,0.4427429503759398,-0.12973333333333334,0.1316096741340064,0.4427429503759398,-0.12973333333333334,0.4427429503759398,0.32414476751762294,0.20487619707955643,21.282743510876085
694,1403638554727829504,0.11444467306137085,1.431621242,0.0,0.13230598041776978,0.4265026291729323,-0.12973333333333334,0.13230598041776978,0.4265026291729323,-0.12973333333333334,0.4265026291729323,0.3095479133476604,0.18770342746783578,19.582639319315742
695,1403638554777829376,0.11503136157989502,1.513341365,0.0,0.13298423304034107,0.4510801097744361,-0.12973333333333334,0.13298423304034107,0.4510801097744361,-0.12973333333333334,0.4510801097744361,0.33173082583160146,0.21380097156658998,22.166296185092406
696,1403638554827829504,0.11571234464645386,1.199763733,0.0,0.13377149670110272,0.35677104751879696,-0.12973333333333334,0.13377149670110272,0.35677104751879696,-0.12973333333333334,0.35677104751879696,0.2494984925620959,0.11705705007305403,12.588647957232348
697,1403638554877829376,0.11653107404708862,1.39438197,0.0,0.13471800467871517,0.4153028481203007,-0.12973333333333334,0.13471800467871517,0.4153028481203007,-0.12973333333333334,0.4153028481203007,0.2996187388769477,0.1760220457375855,18.426182528020966
698,1403638554927829504,0.11716151237487793,1.304949991,0.0,0.13544683511546582,0.388406012330827,-0.12973333333333334,0.13544683511546582,0.388406012330827,-0.12973333333333334,0.388406012330827,0.2762226616181038,0.1484972489624751,15.701227647285034
699,1403638554977829376,0.11752784252166748,1.414921748,0.0,0.13587033817533814,0.421480224962406,-0.12973333333333334,0.13587033817533814,0.421480224962406,-0.12973333333333334,0.421480224962406,0.3050815416917118,0.1824488725784845,19.062438385269964
700,1403638555027829504,0.11804378032684326,1.412270163,0.0,0.13646679806571477,0.4206827557894737,-0.12973333333333334,0.13646679806571477,0.4206827557894737,-0.12973333333333334,0.4206827557894737,0.304374422074412,0.18161696714636708,18.98007974749034
701,1403638555077829376,0.11764919757843018,1.596871085,0.0,0.1360106330386476,0.47620183007518796,-0.12973333333333334,0.1360106330386476,0.47620183007518796,-0.12973333333333334,0.47620183007518796,0.35497548130755757,0.2411476250677148,24.873614881703766
702,1403638555127829504,0.11804020404815674,1.537177411,0.0,0.13646266363948756,0.4582488454135338,-0.12973333333333334,0.13646266363948756,0.4582488454135338,-0.12973333333333334,0.4582488454135338,0.3383044878554959,0.22153469159470104,22.931934467875404
703,1403638555177829376,0.11715662479400635,1.541836026,0.0,0.13544118473295533,0.4596499326315789,-0.12973333333333334,0.13544118473295533,0.4596499326315789,-0.12973333333333334,0.4596499326315789,0.3395947857733161,0.22305268914507775,23.082216225362696
704,1403638555227829504,0.11714059114456177,1.341098982,0.0,0.13542264872203671,0.39927788932330827,-0.12973333333333334,0.13542264872203671,0.39927788932330827,-0.12973333333333334,0.39927788932330827,0.28560380248986295,0.1595338852821917,16.793854642936978
705,1403638555277829376,0.11744177341461182,1.33507966,0.0,0.1357708363174703,0.3974675669172932,-0.12973333333333334,0.1357708363174703,0.3974675669172932,-0.12973333333333334,0.3974675669172932,0.2840346228438359,0.15768779158098342,16.611091366517357
706,1403638555327829504,0.1172744631767273,1.407888432,0.0,0.13557741407714138,0.41936494195488716,-0.12973333333333334,0.13557741407714138,0.41936494195488716,-0.12973333333333334,0.41936494195488716,0.30320714558986617,0.1802437006939602,18.84412636870206
707,1403638555377829376,0.11767709255218506,1.567521695,0.0,0.13604288156321973,0.4673749458646616,-0.12973333333333334,0.13604288156321973,0.4673749458646616,-0.12973333333333334,0.4673749458646616,0.3467415064646641,0.23146059584078132,23.91459898823735
708,1403638555427829504,0.11886405944824219,1.61202295,0.0,0.13741509762802565,0.4807587819548872,-0.12973333333333334,0.13741509762802565,0.4807587819548872,-0.12973333333333334,0.4807587819548872,0.35925487042238125,0.24618220049691913,25.372037849194996
709,1403638555477829376,0.11995762586593628,1.602886102,0.0,0.13867933626119802,0.47801085774436086,-0.12973333333333334,0.13867933626119802,0.47801085774436086,-0.12973333333333334,0.47801085774436086,0.35667198779158404,0.24314351504892243,25.07120798984332
710,1403638555527829504,0.12090045213699341,1.485333171,0.0,0.13976930882889413,0.44265659278195485,-0.12973333333333334,0.13976930882889413,0.44265659278195485,-0.12973333333333334,0.44265659278195485,0.3240665204259006,0.20478414167753015,21.273630026075484
711,1403638555577829376,0.1221240758895874,1.656277596,0.0,0.1411839027625288,0.49406844992481197,-0.12973333333333334,0.1411839027625288,0.49406844992481197,-0.12973333333333334,0.49406844992481197,0.3718660895992168,0.2610189289402551,26.840873965085255
712,1403638555627829504,0.12825822830200195,1.553484894,0.0,0.14827540844162077,0.46315335157894727,-0.12973333333333334,0.14827540844162077,0.46315335157894727,-0.12973333333333334,0.46315335157894727,0.3428290990710917,0.2268577636130491,23.458918597691863
713,1403638555677829376,0.12836366891860962,1.776256517,0.0,0.14839730510821922,0.5301523359398496,-0.12973333333333334,0.14839730510821922,0.5301523359398496,-0.12973333333333334,0.5301523359398496,0.4069129552568653,0.30225053559631215,30.922803024034902
714,1403638555727829504,0.12917035818099976,1.736627001,0.0,0.14932989385086679,0.5182336845112782,-0.12973333333333334,0.14932989385086679,0.5182336845112782,-0.12973333333333334,0.5182336845112782,0.3951966838453495,0.28846668687688176,29.558202000811296
715,1403638555777829376,0.12922847270965576,1.764683466,0.0,0.1493970782770587,0.5266717190977442,-0.12973333333333334,0.1493970782770587,0.5266717190977442,-0.12973333333333334,0.5266717190977442,0.4034769923478725,0.2982082262916147,30.522614402869856
716,1403638555827829504,0.1297624111175537,1.697423103,0.0,0.15001434811277886,0.5064430384962405,-0.12973333333333334,0.15001434811277886,0.5064430384962405,-0.12973333333333334,0.5064430384962405,0.38374283512986934,0.27499157074102276,28.224165503361252
